JOB_TITLE,Years_Of_Service,Age,Gender,Race,ObjectID,CreationDate,Creator,EditDate,Editor
Police Officer,16,48,Male,White,867,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,39,Male,White,868,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,16,38,Male,White,869,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,16,39,Male,White,870,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,48,Male,White,871,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Lead,16,37,Male,White,872,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Crime Scene Technician,16,45,Female,White,873,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Management Analyst,16,49,Female,Black/African American,874,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommun Supv,16,36,Female,Hispanic/Latino,875,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Customer Service Supv,16,61,Female,White,876,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,16,51,Female,White,877,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,34,Male,Black/African American,878,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,34,Female,Hispanic/Latino,879,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Investigation Tech,16,58,Female,White,880,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Lead,16,46,Male,White,881,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Network Commun Integrator,16,51,Male,White,882,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Investigation Tech,16,55,Female,Black/African American,883,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Kennel Supervisor,16,52,Female,White,884,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
GIS Analyst,21,54,Female,White,885,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Crime Scene Technician,16,42,Female,White,886,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,16,53,Female,White,887,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Customer Service Supv,16,63,Male,White,888,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Commun Services Supv,16,64,Male,White,889,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,16,45,Male,White,890,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,38,Male,White,891,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,50,Male,White,892,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,44,Male,Black/African American,893,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,45,Male,Hispanic/Latino,894,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,42,Male,White,895,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,45,Male,Hispanic/Latino,896,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,54,Female,White,897,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,16,48,Male,White,898,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,16,38,Male,White,899,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,16,47,Female,White,900,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,16,42,Male,White,901,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Senior,15,46,Male,White,902,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Criminialist Trainee,15,39,Female,White,903,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,51,Male,Asian / Pacific Islander,904,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,39,Male,Black/African American,905,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,54,Male,Black/African American,906,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,47,Male,White,907,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,48,Male,White,908,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,41,Male,White,909,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,44,Male,Black/African American,910,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,49,Male,White,911,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,38,Male,White,912,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,52,Male,White,913,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,47,Male,White,914,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,46,Male,Black/African American,915,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Crime Scene Technician,15,42,Male,White,916,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,35,Male,White,917,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,15,35,Female,White,918,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Lead,15,49,Male,White,919,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,45,Male,American Indian/Alaska Native,920,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,38,Male,White,921,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Kennel Attendant,15,38,Female,White,922,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Lead,15,45,Male,White,923,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Office Assistant V,15,52,Female,White,924,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Investigation Tech,15,53,Female,Black/African American,925,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,42,Male,White,926,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,44,Male,White,927,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,43,Male,Asian / Pacific Islander,928,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,47,Male,White,929,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,41,Male,White,930,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,15,38,Male,White,931,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,63,Male,White,932,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,15,47,Male,Black/African American,933,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,46,Female,White,934,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,61,Male,White,935,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,46,Male,White,936,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,43,Male,White,937,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,15,48,Male,White,938,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Supervisor,15,51,Male,White,939,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Senior Asst City Attorney,15,61,Female,White,940,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Senior,15,57,Male,Asian / Pacific Islander,941,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Contracts Admin Coordinator,15,59,Male,White,942,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Crime Scene Technician,15,42,Female,White,943,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Software Developer Senior,15,50,Male,White,944,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,15,40,Female,White,945,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Customer/Revenue Serv. Assist,15,36,Female,White,946,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Non-Emerg Police Serv Mgr,15,40,Male,White,947,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer,15,34,Female,White,948,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,15,38,Male,White,949,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,15,40,Female,White,950,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommun Supv,15,40,Female,Black/African American,951,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Chief Criminalist,14,50,Female,White,952,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,14,51,Male,White,953,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,44,Male,Black/African American,954,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,37,Female,Black/African American,955,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,37,Male,White,956,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,37,Female,White,957,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,60,Male,White,958,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,52,Male,Black/African American,959,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,54,Male,White,960,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,14,38,Male,White,961,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,14,42,Male,Black/African American,962,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,38,Male,White,963,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,38,Male,White,964,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,47,Male,White,965,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,37,Male,White,966,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Senior,14,44,Male,White,967,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Lead,14,48,Female,Black/African American,968,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,14,45,Female,White,969,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,34,Male,White,970,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Community Relations Manager,14,54,Female,White,971,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,40,Female,White,972,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,54,Male,White,973,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,14,37,Male,White,974,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,14,41,Male,White,975,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,38,Male,Black/African American,976,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,49,Male,Black/African American,977,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,54,Male,White,978,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,36,Male,Hispanic/Latino,979,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,38,Male,White,980,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,14,46,Male,White,981,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,14,38,Male,White,982,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,38,Male,Black/African American,983,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,39,Male,Asian / Pacific Islander,984,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,48,Female,White,985,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,36,Male,White,986,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,49,Male,Black/African American,987,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,45,Male,White,988,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,37,Male,White,989,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Management Analyst,14,37,Female,Black/African American,990,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Telecommunicator,14,37,Female,White,991,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Property Control Tech,14,58,Female,Black/African American,992,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer,14,52,Female,Black/African American,993,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,14,38,Male,White,994,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Crime Scene Technician,14,57,Female,White,995,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Latent Fingerprint Supervisor,14,58,Male,White,996,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,44,Male,Black/African American,997,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,44,Male,Black/African American,998,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,41,Male,White,999,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,41,Male,Asian / Pacific Islander,1000,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,13,43,Male,White,1001,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,38,Male,White,1002,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,49,Male,White,1003,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,38,Male,White,1004,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,43,Male,Hispanic/Latino,1005,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,36,Male,Hispanic/Latino,1006,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,42,Male,Black/African American,1007,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,36,Male,White,1008,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,44,Male,White,1009,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,52,Male,White,1010,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,37,Male,Black/African American,1011,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer,13,51,Male,Black/African American,1012,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Administrative Officer I,13,44,Female,White,1013,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Support Technician,13,37,Female,Black/African American,1014,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,38,Male,White,1015,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Technology Services Officer,13,47,Female,White,1016,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Records Supervisor,19,51,Male,Black/African American,1017,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,36,Male,White,1018,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,49,Male,Black/African American,1019,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,37,Male,White,1020,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Lieutenant,13,37,Male,White,1021,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,36,Female,White,1022,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,40,Male,White,1023,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,48,Male,White,1024,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,43,Male,White,1025,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,38,Male,White,1026,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,35,Male,Black/African American,1027,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,39,Female,Black/African American,1028,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,36,Male,White,1029,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,38,Female,White,1030,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,35,Male,Asian / Pacific Islander,1031,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,42,Male,White,1032,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,41,Male,Hispanic/Latino,1033,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,37,Male,Black/African American,1034,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,51,Male, ,1035,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,37,Male,White,1036,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,39,Male,White,1037,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,36,Male,White,1038,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,35,Male,White,1039,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Animal Control Officer-Lead,13,35,Male,White,1040,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Records Technician,13,80,Male,White,1041,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Office Assistant V,13,33,Female,White,1042,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,32,Male,White,1043,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Management Analyst,13,57,Male,White,1044,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,33,Male,White,1045,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,57,Male,Black/African American,1046,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,57,Male,White,1047,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Sergeant,13,51,Male,Black/African American,1048,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,51,Male,Hispanic/Latino,1049,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
Police Officer,13,47,Female,White,1050,2019-04-08T09:01:54.997Z,CharlotteNC,2019-04-08T09:01:54.997Z,CharlotteNC
